# LCSH data (09-09-2009)		
# Identifier	NameType	NameString
ubr	sn	Ubir
ubr	sn	Ubir language
uby	sn	Ubykh
uby	sn	Ubykh language
ude	sn	Udekhe
ude	sn	Udekhe language
udi	sn	Udi
udi	sn	Udi language
udm	sn	Udmurt
udm	sn	Udmurt language
udu	sn	Uduk
udu	sn	Uduk language
ems	sn	Ugalakmiut
ems	sn	Ugalakmiut dialect
uga	sn	Ugaritic
uga	sn	Ugaritic language
uig	sn	Uighur
uig	sn	Uighur language
nmf	sn	Ukhrul
nmf	sn	Ukhrul dialect
bld	sn	Uki
bld	sn	Uki dialect
ukr	sn	Ukrainian
ukr	sn	Ukrainian language
apb	sn	Ulawa
apb	sn	Ulawa language
udl	sn	Uldeme
udl	sn	Uldeme language
li	sn	Ulithi
li	sn	Ulithi language
zlm	sn	Ulu Terengganu
zlm	sn	Ulu Terengganu dialect
sum	sn	Ulva
sum	sn	Ulva dialect
ppk	sn	Uma
ppk	sn	Uma language
xum	sn	Umbrian
xum	sn	Umbrian language
umb	sn	Umbundu
umb	sn	Umbundu language
umo	sn	Umotina
umo	sn	Umotina language
ump	sn	Umpila
ump	sn	Umpila language
mtg	sn	Una
mtg	sn	Una language
unz	sn	Unde Kaili
unz	sn	Unde Kaili language
ulu	sn	Upper Baram Kenyah
xkl	sn	Upper Baram Kenyah
ulu	sn	Upper Baram Kenyah language
xkl	sn	Upper Baram Kenyah language
cjh	sn	Upper Chehalis
cjh	sn	Upper Chehalis language
kuu	sn	Upper Kuskokwim
kuu	sn	Upper Kuskokwim language
hsb	sn	Upper Sorbian
hsb	sn	Upper Sorbian language
tau	sn	Upper Tanana
tau	sn	Upper Tanana language
kgh	sn	Upper Tanudan Kalinga
kgh	sn	Upper Tanudan Kalinga language
uur	sn	Ura
uur	sn	Ura (Vanuatu)
uur	sn	Ura language (Vanuatu)
urk	sn	Urak Lawoi?
urk	sn	Urak Lawoi? language
url	sn	Urali
url	sn	Urali language
urj	sn	Uralic languages
ura	sn	Urarina
ura	sn	Urarina language
xur	sn	Urartian
xur	sn	Urartian language
urd	sn	Urdu
urd	sn	Urdu language
urh	sn	Urhobo
urh	sn	Urhobo language
uvh	sn	Urii
uvh	sn	Urii language
uri	sn	Urim
uri	sn	Urim language
upv	sn	Uripiv
upv	sn	Uripiv language
urc	sn	Urningangg
urc	sn	Urningangg language
ure	sn	Uru
ure	sn	Uru language
urb	sn	Urubu
urb	sn	Urubu Kaapor
urb	sn	Urubu Kaapor language
urb	sn	Urubu language
wnu	sn	Usan
wnu	sn	Usan language
usa	sn	Usarufa
usa	sn	Usarufa language
usp	sn	Uspanteca
usp	sn	Uspanteca language
ute	sn	Ute
ute	sn	Ute language
azc	sn	Uto-Aztecan languages
hau	sn	Uwana
hau	sn	Uwana language
uzb	sn	Uzbek
uzb	sn	Uzbek language
vaa	sn	Vaagri Boli
vaa	sn	Vaagri Boli language
vag	sn	Vagala
vag	sn	Vagala language
vai	sn	Vai
vai	sn	Vai language
vap	sn	Vaiphei
vap	sn	Vaiphei language
van	sn	Valman
van	sn	Valman language
xvn	sn	Vandal
xvn	sn	Vandal language
vah	sn	Varhadi-Nagpuri
vah	sn	Varhadi-Nagpuri dialect
dic	sn	Vata
dic	sn	Vata language
gri	sn	Vaturanga
gri	sn	Vaturanga language
frp	sn	Vaudois
frp	sn	Vaudois dialect
vay	sn	Vayu
vay	sn	Vayu dialect
ved	sn	Veddah
ved	sn	Veddah (Sinhalese)
ved	sn	Veddah language (Sinhalese)
dlm	sn	Vegliote
dlm	sn	Vegliote dialect
wlv	sn	Vejoz
wlv	sn	Vejoz language
ven	sn	Venda
ven	sn	Venda language
xve	sn	Venetic
xve	sn	Venetic language
vsl	sn	Venezuelan Sign
vsl	sn	Venezuelan Sign Language
vep	sn	Veps
vep	sn	Veps language
vie	sn	Vietnamese
vie	sn	Vietnamese language
vig	sn	Vige
vig	sn	Vige language
vil	sn	Vilela
vil	sn	Vilela language
vif	sn	Vili
vif	sn	Vili language
vot	sn	Votic
vot	sn	Votic language
mug	sn	Vulum
mug	sn	Vulum dialect
vun	sn	Vunjo
vun	sn	Vunjo language
vut	sn	Vute
vut	sn	Vute language
wbm	sn	Wa
wbm	sn	Wa language
wwa	sn	Waama
wwa	sn	Waama language
waj	sn	Waffa
waj	sn	Waffa language
wbr	sn	Wagdi
wbr	sn	Wagdi dialect
waq	sn	Wageman
waq	sn	Wageman language
wgi	sn	Wahgi
wgi	sn	Wahgi dialect
wbk	sn	Waigali
wbk	sn	Waigali language
wmh	sn	Waima'a
wmh	sn	Waima'a language
waw	sn	Waiwai
waw	sn	Waiwai language
wja	sn	Waja
wja	sn	Waja language
wak	sn	Wakashan languages
wkw	sn	Wakawaka
wkw	sn	Wakawaka language
wbl	sn	Wakhi
wbl	sn	Wakhi language
wln	sn	Walloon
wln	sn	Walloon dialect
wmt	sn	Walmajarri
wmt	sn	Walmajarri language
wae	sn	Walser
wae	sn	Walser language
wms	sn	Wambon
wms	sn	Wambon language
wme	sn	Wambule
wme	sn	Wambule language
wam	sn	Wampanoag
wam	sn	Wampanoag language
lbq	sn	Wampar
lbq	sn	Wampar language
nnp	sn	Wancho
nnp	sn	Wancho language
mfi	sn	Wandala
mfi	sn	Wandala language
wad	sn	Wandamen
wad	sn	Wandamen language
wnd	sn	Wandarang
wnd	sn	Wandarang language
wne	sn	Wanetsi
wne	sn	Wanetsi dialect
wgg	sn	Wangganguru
wgg	sn	Wangganguru language
nbx	sn	Wangkumara (Galali)
nbx	sn	Wangkumara (Galali) dialect
dhg	sn	Wan?guri
dhg	sn	Wan?guri language
wbt	sn	Wanman
wbt	sn	Wanman language
wnc	sn	Wantoat
wnc	sn	Wantoat language
wao	sn	Wappo
wao	sn	Wappo dialect
aml	sn	War
aml	sn	War dialect
wba	sn	Warao
wba	sn	Warao language
wra	sn	Warapu
wra	sn	Warapu language
wrz	sn	Waray
wrz	sn	Waray language
wrr	sn	Wardaman
wrr	sn	Wardaman language
wsa	sn	Warembori
wsa	sn	Warembori language
wrs	sn	Waris
wrs	sn	Waris language
wri	sn	Wariyangga
wri	sn	Wariyangga language
wbp	sn	Warlpiri
wbp	sn	Warlpiri language
wrp	sn	Waropen
wrp	sn	Waropen language
wwr	sn	Warrwa
wwr	sn	Warrwa language
wrm	sn	Warumungu
wrm	sn	Warumungu language
wac	sn	Wasco
wac	sn	Wasco language
kmo	sn	Washkuk
kmo	sn	Washkuk language
was	sn	Washo
was	sn	Washo language
ata	sn	Wasi
ata	sn	Wasi language
wsk	sn	Waskia
wsk	sn	Waskia language
wbv	sn	Watjari
wbv	sn	Watjari language
noa	sn	Waunana
noa	sn	Waunana language
aaq	sn	Wawenock
aaq	sn	Wawenock language
oym	sn	Wayampi
oym	sn	Wayampi language
way	sn	Wayana
way	sn	Wayana language
wed	sn	Wedau
wed	sn	Wedau language
cym	sn	Welsh
cym	sn	Welsh language
wem	sn	Weme-Gbe
wem	sn	Weme-Gbe language
bsk	sn	Werchikwar
bsk	sn	Werchikwar dialect
wei	sn	Were
wei	sn	Were language
hye	sn	West Armenian
hye	sn	West Armenian dialect
mqs	sn	West Makian
mqs	sn	West Makian language
apw	sn	Western Apache
apw	sn	Western Apache language
are	sn	Western Arrernte
are	sn	Western Arrernte language
mbb	sn	Western Bukidnon Manobo
mbb	sn	Western Bukidnon Manobo language
dnw	sn	Western Dani
dnw	sn	Western Dani language
raf	sn	Western Meohang
raf	sn	Western Meohang language
bho	sn	Western Standard Bhojpuri
bho	sn	Western Standard Bhojpuri dialect
suc	sn	Western Subanon
suc	sn	Western Subanon dialect
ybe	sn	Western Yugur
ybe	sn	Western Yugur language
wew	sn	Wewewa
wew	sn	Wewewa dialect
mww	sn	White Hmong
mww	sn	White Hmong dialect
apw	sn	White Mountain Apache
apw	sn	White Mountain Apache dialect
twh	sn	White Tai
twh	sn	White Tai language
wic	sn	Wichita
wic	sn	Wichita language
yok	sn	Wikchamni
yok	sn	Wikchamni dialect
wim	sn	Wik-Mungkan
wim	sn	Wik-Mungkan language
win	sn	Winnebago
win	sn	Winnebago language
wit	sn	Wintu
wit	sn	Wintu language
wrh	sn	Wiradjuri
wrh	sn	Wiradjuri language
wiw	sn	Wirangu
wiw	sn	Wirangu language
wiu	sn	Wiru
wiu	sn	Wiru language
hto	sn	Witoto
huu	sn	Witoto
hux	sn	Witoto
hto	sn	Witoto language
huu	sn	Witoto language
hux	sn	Witoto language
wiy	sn	Wiyot
wiy	sn	Wiyot language
wob	sn	Wobe
wob	sn	Wobe language
xwc	sn	Woccon
xwc	sn	Woccon language
fuq	sn	Wodaabe
fuq	sn	Wodaabe dialect
woc	sn	Wogeo
woc	sn	Wogeo language
woi	sn	Woisika
woi	sn	Woisika language
apz	sn	Wojokeso
apz	sn	Wojokeso dialect
wal	sn	Wolayta
wal	sn	Wolayta language
woe	sn	Woleai
woe	sn	Woleai language
wlo	sn	Wolio
wlo	sn	Wolio language
wol	sn	Wolof
wol	sn	Wolof language
wyb	sn	Wongaibon
wyb	sn	Wongaibon language
unp	sn	Worora
unp	sn	Worora language
wsv	sn	Wotapuri-Katarqalai
wsv	sn	Wotapuri-Katarqalai language
wtw	sn	Wotu
wtw	sn	Wotu language
wuu	sn	Wu
wuu	sn	Wu dialects
dgi	sn	Wule
dgi	sn	Wule dialect
wuh	sn	Wutun
wuh	sn	Wutun language
wuv	sn	Wuvulu
wuv	sn	Wuvulu language
wya	sn	Wyandot
wya	sn	Wyandot language
axx	sn	Xaragure
axx	sn	Xaragure language
xav	sn	Xavante
xav	sn	Xavante language
xho	sn	Xhosa
xho	sn	Xhosa language
xia	sn	Xiandao
xia	sn	Xiandao language
hsn	sn	Xiang
hsn	sn	Xiang dialects
xin	sn	Xinca
xin	sn	Xinca language
cuu	sn	Ya
cuu	sn	Ya language
gya	sn	Yaayuwee
gya	sn	Yaayuwee dialect
jae	sn	Yabim
jae	sn	Yabim language
yby	sn	Yabiyufa
yby	sn	Yabiyufa language
ygr	sn	Yagaria
ygr	sn	Yagaria language
yai	sn	Yaghnobi
yai	sn	Yaghnobi language
gdf	sn	Yaghwatadaxa
gdf	sn	Yaghwatadaxa language
yad	sn	Yagua
yad	sn	Yagua language
yag	sn	Yahgan
yag	sn	Yahgan language
ynn	sn	Yahi
ynn	sn	Yahi language
yaf	sn	Yaka
yaf	sn	Yaka (Congo and Angola)
yaf	sn	Yaka language (Congo and Angola)
yak	sn	Yakama
yak	sn	Yakama language
yka	sn	Yakan
yka	sn	Yakan language
ybh	sn	Yakha
ybh	sn	Yakha language
yaz	sn	Yako?
yaz	sn	Yako? language
yky	sn	Yakoma
yky	sn	Yakoma language
sah	sn	Yakut
sah	sn	Yakut language
yba	sn	Yala
yba	sn	Yala language
ylr	sn	Yalarnnga
ylr	sn	Yalarnnga language
nce	sn	Yale
nce	sn	Yale language
yal	sn	Yalunka
yal	sn	Yalunka language
tyam	sn	Yamba
yam	sn	Yamba (Cameroon and Nigeria)
yam	sn	Yamba language (Cameroon and Nigeria)
yat	sn	Yambeta
yat	sn	Yambeta language
jmd	sn	Yamdena
jmd	sn	Yamdena language
tao	sn	Yami
tao	sn	Yami language
ybi	sn	Yamphu
ybi	sn	Yamphu language
ynn	sn	Yana (USA)
ynn	sn	Yana
mos	sn	Yana (Burkina Faso and Togo)
mos	sn	Yana dialect (Burkina Faso and Togo)
ynn	sn	Yana language
ynd	sn	Yandruwandha
ynd	sn	Yandruwandha language
bzf	sn	Yangoru
bzf	sn	Yangoru dialect
dak	sn	Yankton
dak	sn	Yankton dialect
guu	sn	Yanomamo
guu	sn	Yanomamo language
jao	sn	Yanyuwa
jao	sn	Yanyuwa language
yns	sn	Yanzi
yns	sn	Yanzi language
yao	sn	Yao (Africa)
ium	sn	Yao (Southeast Asia)
yao	sn	Yao language (Africa)
ium	sn	Yao language (Southeast Asia)
yre	sn	Yaoure?
yre	sn	Yaoure? language
yap	sn	Yapese
yap	sn	Yapese language
jaq	sn	Yaqay
jaq	sn	Yaqay language
yaq	sn	Yaqui
yaq	sn	Yaqui language
yrb	sn	Yareba
yrb	sn	Yareba language
yae	sn	Yaruro
yae	sn	Yaruro language
yko	sn	Yasa
yko	sn	Yasa language
yyu	sn	Yau
yyu	sn	Yau language
yuf	sn	Yavapai
yuf	sn	Yavapai language
yva	sn	Yawa
yva	sn	Yawa language
yok	sn	Yawelmani
yok	sn	Yawelmani dialect
yah	sn	Yazghulami
yah	sn	Yazghulami language
mch	sn	Yecuana
mch	sn	Yecuana language
yle	sn	Yele
yle	sn	Yele language
ybe	sn	Yellow Uighur
ybe	sn	Yellow Uighur language
ybb	sn	Yemba
ybb	sn	Yemba language
jnj	sn	Yemsa
jnj	sn	Yemsa language
yec	sn	Yeniche
yec	sn	Yeniche language
yea	sn	Yerava
yea	sn	Yerava dialect
yeu	sn	Yerukala
yeu	sn	Yerukala dialect
yss	sn	Yessan-Mayo
yss	sn	Yessan-Mayo language
yey	sn	Yeyi
yey	sn	Yeyi language
yid	sn	Yiddish
yid	sn	Yiddish language
yii	sn	Yidiny
yii	sn	Yidiny language
yee	sn	Yimas
yee	sn	Yimas language
yim	sn	Yimchungru
yim	sn	Yimchungru language
yij	sn	Yindjibarndi
yij	sn	Yindjibarndi language
yia	sn	Yinggarda
yia	sn	Yinggarda language
yiy	sn	Yir-Yoront
yiy	sn	Yir-Yoront language
yog	sn	Yogad
yog	sn	Yogad language
nst	sn	Yogli
nst	sn	Yogli dialect
yok	sn	Yokuts
yok	sn	Yokuts language
yom	sn	Yombe
yom	sn	Yombe (Congo and Angola)
yom	sn	Yombe language (Congo and Angola)
yon	sn	Yongkom
yon	sn	Yongkom language
yut	sn	Yopno
yut	sn	Yopno language
yor	sn	Yoruba
yor	sn	Yoruba language
yuc	sn	Yuchi
yuc	sn	Yuchi language
ycn	sn	Yucuna
ycn	sn	Yucuna language
bdy	sn	Yugambeh
bdy	sn	Yugambeh dialect
bdy	sn	Yugambeh-Bundjalung
bdy	sn	Yugambeh-Bundjalung dialects
yuu	sn	Yugh
yuu	sn	Yugh language
sll	sn	Yui
sll	sn	Yui language
ess	sn	Yuit
ess	sn	Yuit language
ykg	sn	Yukaghir
yux	sn	Yukaghir
ykg	sn	Yukaghir language
yux	sn	Yukaghir language
yuk	sn	Yuki
yuk	sn	Yuki language
yul	sn	Yulu
yul	sn	Yulu language
omc	sn	Yunca
omc	sn	Yunca language
yup	sn	Yupa
yup	sn	Yupa language
ypk	sn	Yupik languages
yuq	sn	Yuqui
yuq	sn	Yuqui language
yuz	sn	Yuracare
yuz	sn	Yuracare language
yuj	sn	Yuri
yuj	sn	Yuri language
yur	sn	Yurok
yur	sn	Yurok language
jur	sn	Yuruna
jur	sn	Yuruna language
yui	sn	Yuruti
yui	sn	Yuruti language
zag	sn	Zaghawa
zag	sn	Zaghawa language
zkr	sn	Zakhring
zkr	sn	Zakhring language
zak	sn	Zanaki
zak	sn	Zanaki language
zne	sn	Zande
zne	sn	Zande language
zro	sn	Zaparo
zro	sn	Zaparo language
zap	sn	Zapotec
zap	sn	Zapotec language
dje	sn	Zarma
dje	sn	Zarma dialect
zza	sn	Zaza
zza	sn	Zaza language
sgl	sn	Zebaki
sgl	sn	Zebaki dialect
nzm	sn	Zeme
nzm	sn	Zeme language
zen	sn	Zenaga
zen	sn	Zenaga language
sna	sn	Zezuru
sna	sn	Zezuru dialect
xzh	sn	Zhangzhung
xzh	sn	Zhangzhung language
zha	sn	Zhuang
zha	sn	Zhuang language
zia	sn	Zia
zia	sn	Zia language
ziw	sn	Zigula
ziw	sn	Zigula language
gvo	sn	Zoro?
gvo	sn	Zoro? language
czt	sn	Zotung
czt	sn	Zotung dialect
zom	sn	Zou
zom	sn	Zou dialect
kab	sn	Zouave
kab	sn	Zouave dialect
gnd	sn	Zulgo
gnd	sn	Zulgo language
zul	sn	Zulu
zul	sn	Zulu language
zun	sn	Zuni
zun	sn	Zuni language
zwa	sn	Zway
zwa	sn	Zway language
