# LCSH data (09-09-2009)		
# Identifier	NameType	NameString
kpl	sn	Kreish language
jct	sn	Krimchak
jct	sn	Krimchak language
kri	sn	Krio
kri	sn	Krio language
rop	sn	Kriol
rop	sn	Kriol language
ksi	sn	Krisa
ksi	sn	Krisa language
mcm	sn	Kristang
mcm	sn	Kristang language
kgo	sn	Krongo
kgo	sn	Krongo language
klu	sn	Kru
klu	sn	Kru language
kua	sn	Kuanyama
kua	sn	Kuanyama language
dar	sn	Kubachi
dar	sn	Kubachi dialect
kvb	sn	Kubu
kvb	sn	Kubu language
min	sn	Kubuang Tigo Baleh
min	sn	Kubuang Tigo Baleh dialect
gom	sn	Kudali
gom	sn	Kudali dialect
kxu	sn	Kui (Dravidian)
kdt	sn	Kui (Mon-Khmer)
kxu	sn	Kui language (Dravidian)
kdt	sn	Kui language (Mon-Khmer)
kux	sn	Kukatja
kux	sn	Kukatja language
tcz	sn	Kuki
tcz	sn	Kuki language
bfa	sn	Kuku
bfa	sn	Kuku dialect
gvn	sn	Kuku-Yalanji
gvn	sn	Kuku-Yalanji language
kkw	sn	Kukwa
kkw	sn	Kukwa language
glj	sn	Ku?la?a?l
glj	sn	Ku?la?a?l language
kzc	sn	Kulango
nku	sn	Kulango
kzc	sn	Kulango language
nku	sn	Kulango language
kfx	sn	Kului
kfx	sn	Kului language
kle	sn	Kulung
kle	sn	Kulung language
nee	sn	Kumak
nee	sn	Kumak language
kra	sn	Kumali
kra	sn	Kumali dialect
atv	sn	Kumandin
atv	sn	Kumandin dialect
kfy	sn	Kumauni
kfy	sn	Kumauni dialect
kgs	sn	Kumbainggar
kgs	sn	Kumbainggar language
coj	sn	Kumiai
coj	sn	Kumiai language
kum	sn	Kumyk
kum	sn	Kumyk language
knn	sn	Kunabi
knn	sn	Kunabi dialect
kun	sn	Kunama
kun	sn	Kunama language
wlg	sn	Kunbarlang
wlg	sn	Kunbarlang language
knw	sn	Kung-Ekoka
knw	sn	Kung-Ekoka language
kse	sn	Kuni
kvg	sn	Kuni
kse	sn	Kuni language
kvg	sn	Kuni language
kup	sn	Kunimaipa
kup	sn	Kunimaipa language
kjn	sn	Kunjen
kjn	sn	Kunjen dialects
knn	sn	Kun?kan?a?
knn	sn	Kun?kan?a? language
xuo	sn	Kuo
xuo	sn	Kuo language
key	sn	Kupia
key	sn	Kupia language
kud	sn	Kurada
kud	sn	Kurada language
knk	sn	Kuranko
knk	sn	Kuranko language
kur	sn	Kurdish
kur	sn	Kurdish language
kuj	sn	Kuria
kuj	sn	Kuria language
kfq	sn	Kurku
kfq	sn	Kurku language
kyw	sn	Kurmali
kyw	sn	Kurmali dialect
ktm	sn	Kurti
ktm	sn	Kurti language
kru	sn	Kurukh
kru	sn	Kurukh language
kfi	sn	Kurumba
kfi	sn	Kurumba language
kus	sn	Kusaal
kus	sn	Kusaal language
kos	sn	Kusaie
kos	sn	Kusaie language
ksv	sn	Kusu
ksv	sn	Kusu language
kgg	sn	Kusunda
kgg	sn	Kusunda language
vkt	sn	Kutai
vkt	sn	Kutai language
kuy	sn	Kuuku Ya'u
kuy	sn	Kuuku Ya'u language
bak	sn	Kuvakan
bak	sn	Kuvakan dialect
kxv	sn	Kuvi
kxv	sn	Kuvi language
mas	sn	Kwafi
mas	sn	Kwafi language
kwd	sn	Kwaio
kwd	sn	Kwaio language
kwk	sn	Kwakiutl
kwk	sn	Kwakiutl language
kwu	sn	Kwakum
kwu	sn	Kwakum language
tnk	sn	Kwamera
tnk	sn	Kwamera language
ksq	sn	Kwami
ksq	sn	Kwami language
kwn	sn	Kwangali
kwn	sn	Kwangali language
knp	sn	Kwanja
knp	sn	Kwanja language
kwf	sn	Kwara'ae
kwf	sn	Kwara'ae language
cwt	sn	Kwatay
cwt	sn	Kwatay language
goa	sn	Kweni
goa	sn	Kweni language
kwe	sn	Kwerba
kwe	sn	Kwerba language
kws	sn	Kwese
kws	sn	Kwese language
bri	sn	Kwiri
bri	sn	Kwiri language
xuu	sn	Kxoe
xuu	sn	Kxoe language
kyc	sn	Kyaka
kyc	sn	Kyaka language
kgy	sn	Kyirong
kgy	sn	Kyirong dialect
kir	sn	Kyrgyz
kir	sn	Kyrgyz language
kjh	sn	Kyzyl
kjh	sn	Kyzyl dialect
ldi	sn	Laadi
ldi	sn	Laadi dialect
gdm	sn	Laal
gdm	sn	Laal language
hia	sn	Laamang
hia	sn	Laamang language
mwi	sn	Labo
mwi	sn	Labo language
lac	sn	Lacandon
lac	sn	Lacandon dialect
lbj	sn	Ladakhi
lbj	sn	Ladakhi language
lld	sn	Ladin
lld	sn	Ladin dialect
lad	sn	Ladino
lad	sn	Ladino language
kjq	sn	Laguna
kjq	sn	Laguna dialect
lkh	sn	Laha
lkh	sn	Laha (Vietnam)
lkh	sn	Laha language (Vietnam)
lah	sn	Lahnda?
lah	sn	Lahnda? language
lhu	sn	Lahu
lhu	sn	Lahu Bakeo
lhu	sn	Lahu Bakeo dialect
lhu	sn	Lahu language
lbf	sn	Lahuli
lbf	sn	Lahuli language
cfm	sn	Laizo
cfm	sn	Laizo (Burma)
cfm	sn	Laizo language (Burma)
lbe	sn	Lak
lbe	sn	Lak language
mrh	sn	Lakher
mrh	sn	Lakher language
lki	sn	Laki
lki	sn	Laki (Iran)
lki	sn	Laki language (Iran)
lkn	sn	Lakona
lkn	sn	Lakona language
lkt	sn	Lakota
lkt	sn	Lakota dialect
nrz	sn	Lala
nrz	sn	Lala language
slp	sn	Lamaholot
slp	sn	Lamaholot language
lby	sn	Lamalama
lby	sn	Lamalama language
xdy	sn	Lamandau
xdy	sn	Lamandau language
lam	sn	Lamba
lam	sn	Lamba (Zambia and Congo)
lam	sn	Lamba language (Zambia and Congo)
lmn	sn	Lambadi
lmn	sn	Lambadi language
snp	sn	Lambau
snp	sn	Lambau dialect
lme	sn	Lame?
lme	sn	Lame? (Cameroon)
lme	sn	Lame? language (Cameroon)
lev	sn	Lamma
lev	sn	Lamma language
lns	sn	Lamnso'
lns	sn	Lamnso' language
ljp	sn	Lampung
ljp	sn	Lampung language
mrw	sn	Lanao Moro
mrw	sn	Lanao Moro dialect
lno	sn	Lango
lno	sn	Lango (Uganda)
lno	sn	Lango language (Uganda)
lao	sn	Lao
lao	sn	Lao language
laq	sn	Laqua
laq	sn	Laqua language
lbz	sn	Lardil
lbz	sn	Lardil language
alo	sn	Larike-Wakasihu
alo	sn	Larike-Wakasihu language
lrg	sn	Larrakia
lrg	sn	Larrakia language
lsi	sn	Lashi
lsi	sn	Lashi language
sva	sn	Lashkh
sva	sn	Lashkh dialect
lat	sn	Latin
lat	sn	Latin language
lat	sn	"Latin language, Colloquial"
lat	sn	"Latin language, Medieval and modern"
lat	sn	"Latin language, Postclassical"
lat	sn	"Latin language, Preclassical to ca. 100 B.C."
lat	sn	"Latin language, Vulgar"
lav	sn	Latvian
lav	sn	Latvian language
llu	sn	Lau
llu	sn	Lau language
lbo	sn	Laven
lbo	sn	Laven language
lcm	sn	Lavongai
lcm	sn	Lavongai language
lvk	sn	Lavukaleve
lvk	sn	Lavukaleve language
lcp	sn	Lawa (Thailand)
lwl	sn	Lawa (Thailand)
lcp	sn	Lawa language (Thailand)
lwl	sn	Lawa language (Thailand)
lbx	sn	Lawangan
lbx	sn	Lawangan language
lzz	sn	Laz
lzz	sn	Laz language
wol	sn	Lebou
wol	sn	Lebou dialect
lef	sn	Lefana
lef	sn	Lefana language
lea	sn	Lega
lgm	sn	Lega
lea	sn	Lega language
lgm	sn	Lega language
lse	sn	Leko
lse	sn	Leko dialect
lln	sn	Lele (Chad)
lln	sn	Lele language (Chad)
mui	sn	Lematang
mui	sn	Lematang language
liw	sn	Lembak Bilide
liw	sn	Lembak Bilide dialect
tnl	sn	Lenakel
tnl	sn	Lenakel dialect
len	sn	Lenca
len	sn	Lenca language
led	sn	Lendu
led	sn	Lendu language
leg	sn	Lengua
leg	sn	Lengua dialect
leh	sn	Lenje
leh	sn	Lenje language
lep	sn	Lepcha
lep	sn	Lepcha language
les	sn	Lese
les	sn	Lese language
lex	sn	Letri lgona
lex	sn	Letri lgona language
ojv	sn	Leuangiua
ojv	sn	Leuangiua language
slp	sn	Lewoingu
slp	sn	Lewoingu dialect
lez	sn	Lezgian
lez	sn	Lezgian language
lhm	sn	Lhomi
lhm	sn	Lhomi language
njh	sn	Lhota
njh	sn	Lhota language
dij	sn	Li
dij	sn	Li language
njn	sn	Liangmai Naga
njn	sn	Liangmai Naga language
lig	sn	Ligbi
lig	sn	Ligbi language
lik	sn	Lika
lik	sn	Lika language
kck	sn	Lilima
kck	sn	Lilima dialect
lil	sn	Lillooet
lil	sn	Lillooet language
lia	sn	Limba
lma	sn	Limba
lia	sn	Limba language
lma	sn	Limba language
lif	sn	Limbu
lif	sn	Limbu language
lmp	sn	Limbum
lmp	sn	Limbum language
lim	sn	Limburgish
lim	sn	Limburgish language
lmc	sn	Limilngan
lmc	sn	Limilngan language
liy	sn	Linda
liy	sn	Linda dialect
lid	sn	Lindrou
lid	sn	Lindrou language
bxg	sn	Lingala
lin	sn	Lingala
bxg	sn	Lingala language
lin	sn	Lingala language
pse	sn	Lintang
pse	sn	Lintang dialect
lis	sn	Lisu
lis	sn	Lisu language
lit	sn	Lithuanian
lit	sn	Lithuanian language
liv	sn	Livonian
liv	sn	Livonian language
nso	sn	Lobedu
nso	sn	Lobedu dialect
lob	sn	Lobi
lob	sn	Lobi language
log	sn	Logo
log	sn	Logo language
rag	sn	Logooli
rag	sn	Logooli language
jbo	sn	lojban
jbo	sn	Lojban (Artificial language)
khy	sn	Lokele
khy	sn	Lokele language
lok	sn	Loko
lok	sn	Loko language
llq	sn	Lolak
llq	sn	Lolak language
mfb	sn	Lom
mfb	sn	Lom language
lom	sn	Loma
lom	sn	Loma language
lmo	sn	Lombard
lmo	sn	Lombard language
lon	sn	Lomwe (Malawi)
ngl	sn	Lomwe (Mozambique)
lon	sn	Lomwe language (Malawi)
ngl	sn	Lomwe language (Mozambique)
lgu	sn	Longgu
lgu	sn	Longgu language
lnu	sn	Longuda
lnu	sn	Longuda language
los	sn	Loniu
los	sn	Loniu language
crc	sn	Lonwolwol
crc	sn	Lonwolwol dialect
lop	sn	Lopa
loy	sn	Lopa (Nepal)
lop	sn	Lopa (Nigeria)
lop	sn	Lopa language (Nigeria)
loy	sn	Lopa language (Nepal)
lor	sn	Lorhon
lor	sn	Lorhon language
lse	sn	Losengo
lse	sn	Losengo language
uvl	sn	Lote
uvl	sn	Lote language
lot	sn	Lotuko
lot	sn	Lotuko language
loj	sn	Lou
loj	sn	Lou language
rmy	sn	Lovari
rmy	sn	Lovari dialect
nds	sn	Low German
nds	sn	Low German language
dsb	sn	Lower Sorbian
dsb	sn	Lower Sorbian language
kml	sn	Lower Tanudan Kalinga
kml	sn	Lower Tanudan Kalinga language
loz	sn	Lozi
loz	sn	Lozi language
khb	sn	Lu?
khb	sn	Lu? language
lub	sn	Luba-Katanga
lub	sn	Luba-Katanga language
lua	sn	Luba-Lulua
lua	sn	Luba-Lulua language
lch	sn	Lucazi
lch	sn	Lucazi language
lud	sn	Ludic
lud	sn	Ludic dialect
lgg	sn	Lugbara
lgg	sn	Lugbara language
lui	sn	Luisen?o
lui	sn	Luisen?o language
vil	sn	Lule
vil	sn	Lule language
smj	sn	Lule Sami
smj	sn	Lule Sami dialect
lup	sn	Lumbu
lup	sn	Lumbu (Gabon)
lup	sn	Lumbu language (Gabon)
str	sn	Lummi
str	sn	Lummi dialect
lun	sn	Lunda
lun	sn	Lunda language
nst	sn	Lungchang
nst	sn	Lungchang dialect
mgr	sn	Lungu
mgr	sn	Lungu dialect
luo	sn	Luo (Kenya and Tanzania)
luo	sn	Luo language (Kenya and Tanzania)
lus	sn	Lushai
lus	sn	Lushai language
khl	sn	Lusi
khl	sn	Lusi language
lue	sn	Luvale
lue	sn	Luvale language
hit	sn	Luwian
hit	sn	Luwian language
ltz	sn	Luxembourgish
ltz	sn	Luxembourgish language
lyn	sn	Luyana
lyn	sn	Luyana language
luy	sn	Luyia
luy	sn	Luyia language
lwo	sn	Lwo (Sudan)
lwo	sn	Lwo language (Sudan)
xlc	sn	Lycian
xlc	sn	Lycian language
xld	sn	Lydian
xld	sn	Lydian language
gnh	sn	Lyele
gnh	sn	Lyele language
grg	sn	Ma
grg	sn	Ma language
cma	sn	Maa
cma	sn	Maa (Southeast Asia)
cma	sn	Maa dialect (Vietnam)
mhy	sn	Maanyan
mhy	sn	Maanyan language
ymm	sn	Maay
ymm	sn	Maay language
mde	sn	Maba
mde	sn	Maba language
mfz	sn	Maban
mfz	sn	Maban language
mca	sn	Maca
mca	sn	Maca language
mbn	sn	Macaguan
mbn	sn	Macaguan language
mkd	sn	Macedonian
xmk	sn	"Macedonian, Ancient"
xmk	sn	Macedonian (Ancient)
mkd	sn	Macedonian language
mcb	sn	Machiguenga
mcb	sn	Machiguenga language
mbr	sn	Macu?
mbr	sn	Macu? language
myy	sn	Macuna
myy	sn	Macuna language
mbc	sn	Macusi
mbc	sn	Macusi language
mxu	sn	Mada
mxu	sn	Mada (Cameroon)
mxu	sn	Mada language (Cameroon)
prs	sn	Madaglashti
prs	sn	Madaglashti dialect
mhi	sn	Ma?di (Uganda and Sudan)
mhi	sn	Ma?di language (Uganda and Sudan)
mrr	sn	Ma?d?iya?-Gon?d?i?
mrr	sn	Ma?d?iya?-Gon?d?i? dialect
mad	sn	Madurese
mad	sn	Madurese language
maf	sn	Mafa
maf	sn	Mafa language
mag	sn	Magahi
mag	sn	Magahi language
mgp	sn	Magar
mrd	sn	Magar
mgp	sn	Magar language
mrd	sn	Magar language
aoe	sn	"Magi (Southern Highlands Province, Papua New Guinea)"
aoe	sn	"Magi language (Southern Highlands Province, Papua New Guinea)"
mdh	sn	Magindanao
mdh	sn	Magindanao language
pmh	sn	Maharashtri
pmh	sn	Maharashtri language
fia	sn	Mahas-Fiyadikka
fia	sn	Mahas-Fiyadikka language
mjy	sn	Mahican
mjy	sn	Mahican language
gdq	sn	Mahri
gdq	sn	Mahri language
ayz	sn	Mai Brat
ayz	sn	Mai Brat language
mjd	sn	Maidu
nmu	sn	Maidu
nsz	sn	Maidu
vmv	sn	Maidu
mjd	sn	Maidu language
nmu	sn	Maidu language
nsz	sn	Maidu language
vmv	sn	Maidu language
mgu	sn	Mailu
mgu	sn	Mailu language
mbq	sn	Maisin
mbq	sn	Maisin language
mai	sn	Maithili
mai	sn	Maithili language
mpe	sn	Majang
mpe	sn	Majang language
mwm	sn	Majingai
mwm	sn	Majingai dialect
mcp	sn	Maka (Cameroon)
mcp	sn	Maka language (Cameroon)
myh	sn	Makah
myh	sn	Makah language
mkz	sn	Makasai
mkz	sn	Makasai language
mak	sn	Makasar
mak	sn	Makasar language
kde	sn	Makonde
kde	sn	Makonde language
lva	sn	Maku?a (Indonesia)
lva	sn	Maku?a language (Indonesia)
mlg	sn	Malagasy
mlg	sn	Malagasy language
mpb	sn	Malak Malak
mpb	sn	Malak Malak language
msa	sn	Malay
msa	sn	Malay language
mal	sn	Malayalam
mal	sn	Malayalam language
mdy	sn	Male
mdy	sn	Male (Ethiopia)
mdy	sn	Male language (Ethiopia)
mlx	sn	Malfaxal
mlx	sn	Malfaxal language
mfi	sn	Malgwa
mfi	sn	Malgwa dialect
mlt	sn	Maltese
mlt	sn	Maltese language
mjt	sn	Malto
mjt	sn	Malto language
mup	sn	Malvi
mup	sn	Malvi dialect
mam	sn	Mam
mam	sn	Mam language
mmn	sn	Mamanwa
mmn	sn	Mamanwa language
myk	sn	Mamara
myk	sn	Mamara language
mgm	sn	Mambai
mgm	sn	Mambai language
mcu	sn	Mambila
mzk	sn	Mambila
mcu	sn	Mambila language
mzk	sn	Mambila language
mgr	sn	Mambwe
mgr	sn	Mambwe dialect
mgr	sn	Mambwe-Lungu
mgr	sn	Mambwe-Lungu language
maw	sn	Mampruli
maw	sn	Mampruli language
mdi	sn	Mamvu
mdi	sn	Mamvu language
mcq	sn	Managalasi
mcq	sn	Managalasi language
mva	sn	Manam
mva	sn	Manam language
mle	sn	Manambu
mle	sn	Manambu language
mnc	sn	Manchu
mnc	sn	Manchu language
mid	sn	Mandaean
mid	sn	Mandaean language
btm	sn	Mandailing
btm	sn	Mandailing dialect
mmx	sn	Mandak
mmx	sn	Mandak language
mhq	sn	Mandan
mhq	sn	Mandan language
mdr	sn	Mandar
mdr	sn	Mandar language
cmn	sn	Mandarin
cmn	sn	Mandarin dialects
mjl	sn	Mandeali
mjl	sn	Mandeali dialect
sbb	sn	Mandegusu
sbb	sn	Mandegusu language
man	sn	Mandingo
man	sn	Mandingo language
mfv	sn	Mandjak
mfv	sn	Mandjak language
mpj	sn	Mandjildjara
mpj	sn	Mandjildjara dialect
zng	sn	Mang
zng	sn	Mang language
rar	sn	Mangaian
rar	sn	Mangaian language
mem	sn	Mangala
mem	sn	Mangala language
mna	sn	Mangap
mna	sn	Mangap language
mpc	sn	Mangarayi
mpc	sn	Mangarayi language
mrv	sn	Mangareva
mrv	sn	Mangareva language
mdj	sn	Mangbetu
mdj	sn	Mangbetu language
mqy	sn	Manggarai
mqy	sn	Manggarai (Indonesia)
mqy	sn	Manggarai language (Indonesia)
mbh	sn	Mangseng
mbh	sn	Mangseng language
cjr	sn	Mangue
cjr	sn	Mangue language
iry	sn	Mangyan
iry	sn	Mangyan language
mni	sn	Manipuri
mni	sn	Manipuri language
knf	sn	Mankanya
knf	sn	Mankanya language
nge	sn	Mankon
nge	sn	Mankon dialect
mev	sn	Mano
mev	sn	Mano language
mno	sn	Manobo languages
msk	sn	Mansaka
msk	sn	Mansaka language
mns	sn	Mansi
mns	sn	Mansi language
zlm	sn	Mantang
zlm	sn	Mantang dialect
wow	sn	Manui
wow	sn	Manui language
obo	sn	Manuvu
obo	sn	Manuvu language
glv	sn	Manx
glv	sn	Manx language
mxc	sn	Manyika
mxc	sn	Manyika language
nbi	sn	Mao Naga
nbi	sn	Mao Naga language
mmd	sn	Maonan
mmd	sn	Maonan language
mri	sn	Maori
mri	sn	Maori language
arn	sn	Mapuche
arn	sn	Mapuche language
mec	sn	Mara (Australia)
mec	sn	Mara language (Australia)
nma	sn	Maram
nma	sn	Maram language
mrw	sn	Maranao
mrw	sn	Maranao language
zmr	sn	Maranunggu
zmr	sn	Maranunggu language
bfy	sn	Marari
bfy	sn	Marari dialect
mar	sn	Marathi
mar	sn	Marathi language
zmc	sn	Margany
zmc	sn	Margany language
mfm	sn	Margi
mrt	sn	Margi
mfm	sn	Margi language
mrt	sn	Margi language
mrr	sn	Maria
mrr	sn	Maria (India)
mrr	sn	Maria language (India)
mrc	sn	Maricopa
mrc	sn	Maricopa language
gvf	sn	Marigl
gvf	sn	Marigl dialect
bpv	sn	Marindinese
mrz	sn	Marindinese
bpv	sn	Marindinese language
mrz	sn	Marindinese language
mbw	sn	Maring
mbw	sn	Maring language
mvo	sn	Marovo
mvo	sn	Marovo language
mqm	sn	Marquesan
mrq	sn	Marquesan
mqm	sn	Marquesan language
mrq	sn	Marquesan language
mfr	sn	Marri Amu
mfr	sn	Marri Amu language
zmt	sn	Marri Ngarr
zmt	sn	Marri Ngarr language
mah	sn	Marshallese
mah	sn	Marshallese language
mpj	sn	Martu Wangka
mpj	sn	Martu Wangka language
vma	sn	Martuyhunira
vma	sn	Martuyhunira language
mhx	sn	Maru
mhx	sn	Maru language
mwr	sn	Marwari
mwr	sn	Marwari language
mcn	sn	Masa
mcn	sn	Masa (Chadic)
mcn	sn	Masa language (Chadic)
mbl	sn	Masacali
mbl	sn	Masacali language
mas	sn	Masai
mas	sn	Masai language
msb	sn	Masbateno
msb	sn	Masbateno language
emo	sn	Mascoi
emo	sn	Mascoi language
mli	sn	Masenrempulu
mvp	sn	Masenrempulu
ptt	sn	Masenrempulu
wmm	sn	Masenrempulu
mli	sn	Masenrempulu language
mvp	sn	Masenrempulu language
ptt	sn	Masenrempulu language
wmm	sn	Masenrempulu language
amr	sn	Mashco
amr	sn	Mashco language
msh	sn	Masikoro
msh	sn	Masikoro dialect
wam	sn	Massachuset
wam	sn	Massachuset language
ccr	sn	Matagalpa
mtn	sn	Matagalpa
ccr	sn	Matagalpa language
mtn	sn	Matagalpa language
mbt	sn	MatigSalug
mbt	sn	MatigSalug language
mat	sn	Matlatzinca
mat	sn	Matlatzinca language
mtm	sn	Mator
mtm	sn	Mator language
mvb	sn	Mattole
mvb	sn	Mattole language
mgw	sn	Matumbi
mgw	sn	Matumbi language
mxx	sn	Mau
mxx	sn	Mau (Co?te d'Ivoire)
mxx	sn	Mau dialect (Co?te d'Ivoire)
mav	sn	Maue
mav	sn	Maue language
mph	sn	Maung
mph	sn	Maung language
mnb	sn	Mawasangka
mnb	sn	Mawasangka dialect
mke	sn	Mawchi
mke	sn	Mawchi language
mxl	sn	Maxi
mxl	sn	Maxi dialect
yua	sn	Maya
slz	sn	Ma'ya (Indonesia)
yua	sn	Maya language
slz	sn	Ma'ya language (Indonesia)
myn	sn	Mayan languages
mfy	sn	Mayo (Piman)
mfy	sn	Mayo dialect (Piman)
mdm	sn	Mayogo
mdm	sn	Mayogo language
mcf	sn	Mayoruna
mcf	sn	Mayoruna language
ifu	sn	Mayoyao Ifugao
ifu	sn	Mayoyao Ifugao dialect
maz	sn	Mazahua
mmc	sn	Mazahua
maz	sn	Mazahua language
mmc	sn	Mazahua language
mzn	sn	Ma?zandara?ni?
mzn	sn	Ma?zandara?ni? language
myb	sn	Mbai (Moissala)
myb	sn	Mbai language (Moissala)
mdp	sn	"Mbala (Bandundu, Congo)"
mdp	sn	"Mbala language (Bandundu, Congo)"
mpk	sn	Mbara (Chad)
mpk	sn	Mbara language (Chad)
kbc	sn	Mbaya
kbc	sn	Mbaya language
mql	sn	Mbelime
mql	sn	Mbelime language
mdt	sn	Mbete
mdt	sn	Mbete language
baw	sn	Mbili
baw	sn	Mbili language
liz	sn	Mbinsa
liz	sn	Mbinsa language
mbo	sn	Mbo (Cameroon)
mbo	sn	Mbo language (Cameroon)
mdw	sn	Mbosi
mdw	sn	Mbosi language
mhd	sn	Mbugu
mhd	sn	Mbugu language
mgz	sn	Mbugwe
mgz	sn	Mbugwe language
mqb	sn	Mbuko
mqb	sn	Mbuko language
mhw	sn	Mbukushu
mhw	sn	Mbukushu language
mdd	sn	Mbum
mdd	sn	Mbum language
mck	sn	Mbunda
mck	sn	Mbunda (Angola and Zambia)
mck	sn	Mbunda language (Angola and Zambia)
gun	sn	Mbya
gun	sn	Mbya language
mej	sn	Meax
mej	sn	Meax language
xme	sn	Median
xme	sn	Median language
grc	sn	Medieval Greek
hbo	sn	Medieval Hebrew
med	sn	Medlpa
med	sn	Medlpa language
byv	sn	Medumba
byv	sn	Medumba language
dar	sn	Megeb
dar	sn	Megeb dialect
mek	sn	Mekeo
mek	sn	Mekeo language
lbw	sn	Mekongga
lbw	sn	Mekongga language
pwm	sn	Melebuganon
pwm	sn	Melebuganon language
mxe	sn	Mele-Fila
mxe	sn	Mele-Fila language
tsj	sn	Memba
tsj	sn	Memba language
xkd	sn	Mendalam Kayan
xkd	sn	Mendalam Kayan dialect
men	sn	Mende
sim	sn	Mende (Papua New Guinea)
men	sn	Mende (Sierra Leone)
men	sn	Mende language (Sierra Leone)
sim	sn	Mende language (Papua New Guinea)
zme	sn	Mengerrdji
zme	sn	Mengerrdji language
mez	sn	Menominee
mez	sn	Menominee language
mwv	sn	Mentawai
mwv	sn	Mentawai language
bvu	sn	Meratus
bvu	sn	Meratus dialect
lmb	sn	Merei
lmb	sn	Merei language
xmr	sn	Meroitic
xmr	sn	Meroitic language
tel	sn	Merolu
tel	sn	Merolu dialect
mer	sn	Meru
mer	sn	Meru language
apm	sn	Mescalero
apm	sn	Mescalero language
mvz	sn	Mesqan
mvz	sn	Mesqan language
cms	sn	Messapian
cms	sn	Messapian language
mgo	sn	Meta
mgo	sn	Meta (Cameroon)
mgo	sn	Meta language (Cameroon)
mtr	sn	Mewari
mtr	sn	Mewari dialect
wtm	sn	Mewati
wtm	sn	Mewati dialect
mfs	sn	Mexican Sign
mfs	sn	Mexican Sign Language
gng	sn	Mi Gangam
gng	sn	Mi Gangam language
mia	sn	Miami
mia	sn	Miami (Ind. and Okla.)
mia	sn	Miami language (Ind. and Okla.)
mpt	sn	Mianmin
mpt	sn	Mianmin language
crg	sn	Michif
crg	sn	Michif language
mic	sn	Micmac
mic	sn	Micmac language
axm	sn	Middle Armenian 
axm	sn	Middle Armenian language
frm	sn	Middle French
mei	sn	Midob
mei	sn	Midob language
mgi	sn	Migili
mgi	sn	Migili language
sjl	sn	Miji
sjl	sn	Miji language
mxj	sn	Miju
mxj	sn	Miju dialect
mik	sn	Mikasuki
mik	sn	Mikasuki language
mjw	sn	Mikir
mjw	sn	Mikir language
adi	sn	Milang
adi	sn	Milang language
hna	sn	Mina
hna	sn	Mina (Cameroon)
hna	sn	Mina language (Cameroon)
inm	sn	Minaean
inm	sn	Minaean language
min	sn	Minangkabau
min	sn	Minangkabau language
mvn	sn	Minaveha
mvn	sn	Minaveha language
xmf	sn	Mingrelian
xmf	sn	Mingrelian language
mwl	sn	Mirandese
mwl	sn	Mirandese dialect
tat	sn	Mishar
tat	sn	Mishar dialect
clk	sn	Mishmi
clk	sn	Mishmi language
mpx	sn	Misima
mpx	sn	Misima language
mpx	sn	Misima-Panayati
mpx	sn	Misima-Panayati language
miq	sn	Miskito
miq	sn	Miskito language
ojg	sn	Missisauga
ojg	sn	Missisauga language
zmq	sn	Mituku
zmq	sn	Mituku language
mkf	sn	Miya
mkf	sn	Miya language
mux	sn	Miyemu
mux	sn	Miyemu language
bqz	sn	Mkaa?
bqz	sn	Mkaa? dialect
mra	sn	Mlabri
mra	sn	Mlabri language
mzw	sn	Mo
mzw	sn	Mo (Co?te d'Ivoire and Ghana)
mzw	sn	Mo language (Co?te d'Ivoire and Ghana)
mfq	sn	Moba
mfq	sn	Moba language
akz	sn	Mobilian trade
akz	sn	Mobilian trade language
moy	sn	Mocha
moy	sn	Mocha language
mhc	sn	Mocho?
mhc	sn	Mocho? language
moc	sn	Mocovi?
moc	sn	Mocovi? language
ell	sn	Modern Greek
aii	sn	Modern Syriac
mhj	sn	Moghol
mhj	sn	Moghol language
gum	sn	Moguex
gum	sn	Moguex language
mov	sn	Mohave
mov	sn	Mohave language
moh	sn	Mohawk
moh	sn	Mohawk language
mof	sn	Mohegan
mof	sn	Mohegan language
ign	sn	Mojo
ign	sn	Mojo language
mwt	sn	Moken
mwt	sn	Moken language
mkj	sn	Mokilese
mkj	sn	Mokilese language
mkm	sn	Moklen
mkm	sn	Moklen language
nst	sn	Moklum
nst	sn	Moklum dialect
mdf	sn	Moksha
mdf	sn	Moksha dialect
moz	sn	Mokulu
moz	sn	Mokulu language
rum	sn	Moldovan
rum	sn	Moldovan dialect
mox	sn	Molima
mox	sn	Molima language
arn	sn	Moluche
arn	sn	Moluche dialect
mnw	sn	Mon
mnw	sn	Mon language
mon	sn	Mongolian
mon	sn	Mongolian language
xgn	sn	Mongolian languages
lol	sn	Mongo-Nkundu
lol	sn	Mongo-Nkundu language
mjg	sn	Mongour
mjg	sn	Mongour language
moj	sn	Monjombo
moj	sn	Monjombo language
mkh	sn	Mon-Khmer languages
mnh	sn	Mono (Congo)
mnh	sn	Mono language (Congo)
mte	sn	Mono-Alu
mte	sn	Mono-Alu language
moe	sn	Montagnais
moe	sn	Montagnais language
mxk	sn	Monumbo
mxk	sn	Monumbo language
mos	sn	Moore?
mos	sn	Moore? language
mop	sn	Mopan
mop	sn	Mopan dialect
mal	sn	Moplah
mal	sn	Moplah dialect
mzq	sn	Mori
mzq	sn	Mori language
ayo	sn	Moro (South America)
mor	sn	Moro (Sudan)
ayo	sn	Moro language (South America)
